,ObservationID,ObservationTime,ObservationTimeApproximate,Troop,Observer,ObservationType,UTMNorthing,UTMEasting,LocationApproximate,LocationDescription,Notes,ST,STUncertain,SM,SMUncertain,SF,SFUncertain,SU,SUUncertain,SA,SAUncertain,SAM,SAMUncertain,SAF,SAFUncertain,SAFP,SAFPUncertain,SAFL,SAFLUncertain,SAFEN,SAFENUncertain,SAU,SAUUncertain,SS,SSUncertain,SSM,SSMUncertain,SSF,SSFUncertain,SSU,SSUUncertain,SJ,SJUncertain,SJM,SJMUncertain,SJF,SJFUncertain,SJU,SJUUncertain,IT,ITUncertain,IM,IMUncertain,IF,IFUncertain,IU,IUUncertain,IA,IAUncertain,IAM,IAMUncertain,IAF,IAFUncertain,IAFP,IAFPUncertain,IAFL,IAFLUncertain,IAFEN,IAFENUncertain,IAU,IAUUncertain,IS,ISUncertain,ISM,ISMUncertain,ISF,ISFUncertain,ISU,ISUUncertain,IJ,IJUncertain,IJM,IJMUncertain,IJF,IJFUncertain,IJU,IJUUncertain,T,A,S,J,TimeSinceLast,TDiff,ObsYear,ObsMonth
148,mow0806021607,2008-06-02 16:07:00,0.0,MOW,Pete Laver,Foraging,8032842.0,305493.0,0.0,water spicket at guard house,,6.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,2.0,2.0,0 days 00:00:00.000000000,-1.0,2008.0,6.0
154,cch0806031456,2008-06-03 14:56:00,0.0,CCH,Pete Laver,Foraging,8027763.0,302568.0,0.0,,,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,4 days 00:00:00.000000000,-1.0,2008.0,6.0
159,mow0806031805,2008-06-03 18:05:00,0.0,MOW,Pete Laver,Foraging,8032938.0,304888.0,0.0,at trash site,,3.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,1.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,1 days 00:00:00.000000000,-3.0,2008.0,6.0
161,cgl0806040715,2008-06-04 07:15:00,0.0,CGL,Pete Laver,Denning,8026213.0,296139.0,0.0,pile of tiles behind staff canteen,half sub-adults and half adults ... ?,56.0,1.0,,,,,,,25.0,1.0,,,,,,,,,,,,,25.0,1.0,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,25.0,25.0,6.0,2 days 00:00:00.000000000,24.0,2008.0,6.0
163,cgl0806040858,2008-06-04 08:58:00,0.0,CGL,Pete Laver,Moving,8026004.0,296142.0,0.0,crossing road towards lodge - running,,53.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,0 days 00:00:00.000000000,-3.0,2008.0,6.0
164,csl0806040916,2008-06-04 09:16:00,0.0,CSL,Trainee CSL youth,Moving,8030238.0,303598.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2 days 00:00:00.000000000,-20.0,2008.0,6.0
165,cch0806041115,2008-06-04 11:15:00,0.0,CCH,Pete Laver,Resting,8028016.0,302209.0,0.0,,lying around in the shade,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,1 days 00:00:00.000000000,-15.0,2008.0,6.0
166,csl0806041138,2008-06-04 11:38:00,0.0,CSL,Trainee CSL youth,Foraging,8030146.0,303470.0,0.0,,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,4.0,0 days 00:00:00.000000000,9.0,2008.0,6.0
167,kub0806041420,2008-06-04 14:20:00,0.0,KUB,Pete Laver,Resting,8031573.0,312094.0,0.0,resting under restaurant,,19.0,1.0,,,,,,,6.0,1.0,,,,,,,,,,,,,11.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,6.0,11.0,2.0,,,2008.0,6.0
168,csl0806041453,2008-06-04 14:53:00,0.0,CSL,Trainee CSL youth,Foraging,8030230.0,303489.0,0.0,,People were standing near them and they did not run away,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,0 days 00:00:00.000000000,12.0,2008.0,6.0
169,csl0806041626,2008-06-04 16:26:00,0.0,CSL,Trainee CSL youth,Moving,8030149.0,303472.0,0.0,,,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,0 days 00:00:00.000000000,-6.0,2008.0,6.0
176,csl0806050819,2008-06-05 08:19:00,0.0,CSL,Trainee CSL youth,Foraging,8030128.0,303602.0,0.0,,,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,6.0,1 days 00:00:00.000000000,-2.0,2008.0,6.0
178,mow0806050955,2008-06-05 09:55:00,0.0,MOW,Pete Laver,Foraging,8032695.0,304743.0,0.0,,,8.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,2.0,2 days 00:00:00.000000000,5.0,2008.0,6.0
179,csl0806051409,2008-06-05 14:09:00,0.0,CSL,Trainee CSL youth,Foraging,8030163.0,303469.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,0 days 00:00:00.000000000,-8.0,2008.0,6.0
180,cgl0806051515,2008-06-05 15:15:00,0.0,CGL,Pete Laver,Foraging,8026177.0,296115.0,0.0,,,46.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,1 days 00:00:00.000000000,-7.0,2008.0,6.0
181,cch0806051630,2008-06-05 16:30:00,0.0,CCH,Pete Laver,Foraging,8027936.0,302592.0,0.0,,play fighting with vervet monkey,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,2.0,1 days 00:00:00.000000000,17.0,2008.0,6.0
183,mow0806060930,2008-06-06 09:30:00,0.0,MOW,Pete Laver,Foraging,8032658.0,304772.0,0.0,,gas tank is being refilled -HUGE disturbance at past den.,8.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,2.0,1 days 00:00:00.000000000,0.0,2008.0,6.0
185,csl0806060955,2008-06-06 09:55:00,0.0,CSL,Trainee CSL youth,Foraging,8030047.0,303506.0,0.0,,,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,1 days 00:00:00.000000000,20.0,2008.0,6.0
186,trs0806061055,2008-06-06 10:55:00,0.0,TRS,Pete Laver,Foraging,8032601.0,307369.0,0.0,,ran towards Ken's place and then back to hit campsites once people had left.,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,1.0,4 days 00:00:00.000000000,-1.0,2008.0,6.0
190,csl0806061550,2008-06-06 15:50:00,0.0,CSL,Pete Laver,Moving,8030268.0,303535.0,0.0,,moving quickly towards laundry - looks like they were under new restaurant. Orange seems to dominate - stole food from Sub-adult.,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0 days 00:00:00.000000000,-18.0,2008.0,6.0
192,mow0806061640,2008-06-06 16:40:00,0.0,MOW,Pete Laver,Foraging,8032967.0,305200.0,0.0,,I surprised them at 5m; they ran off then returned and bypassed me by 10m and continued along fence toward big mowana at gate.,8.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,2.0,0 days 00:00:00.000000000,0.0,2008.0,6.0
194,csl0806061703,2008-06-06 17:03:00,0.0,CSL,Trainee CSL youth,Moving,8030232.0,303595.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,-3.0,2008.0,6.0
195,csl0806061706,2008-06-06 17:06:00,0.0,CSL,Trainee CSL youth,Social Interaction,8030223.0,303595.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,0 days 00:00:00.000000000,2.0,2008.0,6.0
197,cgl0806070743,2008-06-07 07:43:00,0.0,CGL,Pete Laver,Denning,8026214.0,296141.0,0.0,suspected den under tiles,,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,2 days 00:00:00.000000000,10.0,2008.0,6.0
199,csl0806071002,2008-06-07 10:02:00,0.0,CSL,Trainee CSL youth,Moving,8030138.0,303616.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,1 days 00:00:00.000000000,-1.0,2008.0,6.0
200,cch0806071120,2008-06-07 11:20:00,0.0,CCH,Pete Laver,Foraging,8027892.0,302767.0,0.0,,,36.0,0.0,,,,,,,12.0,0.0,,,,,,,,,,,,,15.0,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,12.0,15.0,1.0,2 days 00:00:00.000000000,1.0,2008.0,6.0
203,mow0806071601,2008-06-07 16:01:00,0.0,MOW,Pete Laver,Resting,8032849.0,305559.0,0.0,at big mowana at gate,just emerging from mowana den,6.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,2.0,2.0,1 days 00:00:00.000000000,-2.0,2008.0,6.0
204,trs0806071617,2008-06-07 16:17:00,0.0,TRS,Pete Laver,Foraging,8032678.0,307295.0,0.0,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,1.0,1 days 00:00:00.000000000,2.0,2008.0,6.0
209,csl0806081400,2008-06-08 14:00:00,0.0,CSL,Trainee CSL youth,Foraging,8030105.0,303444.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,4.0,1 days 00:00:00.000000000,14.0,2008.0,6.0
210,csl0806081410,2008-06-08 14:10:00,0.0,CSL,Trainee CSL youth,Foraging,8030105.0,303446.0,0.0,,Attacked by dog - rolling maul.,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,0 days 00:00:00.000000000,1.0,2008.0,6.0
214,cgl0806091016,2008-06-09 10:16:00,0.0,CGL,Mpho Ramotadima,Foraging,8026168.0,296061.0,0.0,,,43.0,0.0,,,,,,,33.0,0.0,,,,,,,,,,,,,10.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,33.0,10.0,,2 days 00:00:00.000000000,-13.0,2008.0,6.0
215,mow0806091028,2008-06-09 10:28:00,0.0,MOW,Pete Laver,Foraging,8032850.0,305492.0,0.0,guard hut,,8.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,2.0,2 days 00:00:00.000000000,2.0,2008.0,6.0
218,csl0806091419,2008-06-09 14:19:00,0.0,CSL,Trainee CSL youth,Foraging,8030122.0,303447.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,1 days 00:00:00.000000000,-14.0,2008.0,6.0
228,csl0806100826,2008-06-10 08:25:00,0.0,CSL,Trainee CSL youth,Moving,8030095.0,303442.0,0.0,,Visibly cold,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1 days 00:00:00.000000000,-4.0,2008.0,6.0
229,cgl0806101002,2008-06-10 10:02:00,0.0,CGL,Mpho Ramotadima,Foraging,8026217.0,295990.0,0.0,,,49.0,0.0,,,,,,,43.0,0.0,,,,,,,,,,,,,6.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,43.0,6.0,,1 days 00:00:00.000000000,6.0,2008.0,6.0
231,csl0806101124,2008-06-10 11:24:00,0.0,CSL,Trainee CSL youth,Active,8030268.0,303514.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,2.0,2008.0,6.0
232,csl0806101130,2008-06-10 11:30:00,0.0,CSL,Trainee CSL youth,Resting,8030283.0,303497.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0 days 00:00:00.000000000,-5.0,2008.0,6.0
233,csl0806101155,2008-06-10 11:55:00,0.0,CSL,Trainee CSL youth,Foraging,8030212.0,303468.0,0.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0 days 00:00:00.000000000,2.0,2008.0,6.0
234,csl0806101159,2008-06-10 11:59:00,0.0,CSL,Trainee CSL youth,Moving,8030172.0,303475.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,3.0,2008.0,6.0
235,csl0806101205,2008-06-10 12:05:00,0.0,CSL,Trainee CSL youth,Foraging,8030259.0,303571.0,0.0,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,0 days 00:00:00.000000000,4.0,2008.0,6.0
236,csl0806101427,2008-06-10 14:27:00,0.0,CSL,Trainee CSL youth,Resting,8030251.0,303476.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0 days 00:00:00.000000000,-8.0,2008.0,6.0
237,csl0806101430,2008-06-10 14:30:00,0.0,CSL,Trainee CSL youth,Active,8030252.0,303506.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,0 days 00:00:00.000000000,2.0,2008.0,6.0
238,csl0806101439,2008-06-10 14:39:00,0.0,CSL,Trainee CSL youth,Foraging,8030261.0,303570.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0 days 00:00:00.000000000,-3.0,2008.0,6.0
239,csl0806101445,2008-06-10 14:45:00,0.0,CSL,Pete Laver,Foraging,8030196.0,303528.0,0.0,in front of 40's 50's 60's,1500 - chased by dog.,22.0,0.0,,,,,,,10.0,0.0,,,,,,,,,,,,,11.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,10.0,11.0,1.0,0 days 00:00:00.000000000,21.0,2008.0,6.0
240,csl0806101518,2008-06-10 15:18:00,0.0,CSL,Trainee CSL youth,Foraging,8030049.0,303502.0,0.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,0 days 00:00:00.000000000,-18.0,2008.0,6.0
241,mow0806101530,2008-06-10 15:30:00,0.0,MOW,Pete Laver,Foraging,8032936.0,304887.0,0.0,,video taken,4.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,2.0,1 days 00:00:00.000000000,-4.0,2008.0,6.0
242,trs0806101605,2008-06-10 16:05:00,0.0,TRS,Pete Laver,Foraging,8032635.0,307323.0,0.0,,,4.0,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,3 days 00:00:00.000000000,-8.0,2008.0,6.0
247,mow0806110823,2008-06-11 08:23:00,0.0,MOW,Pete Laver,Foraging,8032876.0,304732.0,0.0,pumphouse / rocks near swimming pool,I think they denned in the rock feature last night!,8.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,2.0,1 days 00:00:00.000000000,4.0,2008.0,6.0
248,csl0806110843,2008-06-11 08:43:00,0.0,CSL,Trainee CSL youth,Moving,8030026.0,303506.0,0.0,,,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,6.0,1 days 00:00:00.000000000,8.0,2008.0,6.0
252,csl0806110930,2008-06-11 09:30:00,0.0,CSL,Trainee CSL youth,Moving,8030255.0,303478.0,0.0,,,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,4.0,0 days 00:00:00.000000000,-3.0,2008.0,6.0
255,csl0806111045,2008-06-11 10:45:00,0.0,CSL,Trainee CSL youth,Moving,8030217.0,303558.0,0.0,,Running to the bush under the big tree,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0 days 00:00:00.000000000,0.0,2008.0,6.0
256,csl0806111126,2008-06-11 11:26:00,0.0,CSL,Trainee CSL youth,Foraging,8029961.0,303434.0,0.0,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,0 days 00:00:00.000000000,5.0,2008.0,6.0
257,cgl0806111330,2008-06-11 13:30:00,0.0,CGL,Pete Laver,Foraging,8026157.0,296120.0,0.0,,,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,1 days 00:00:00.000000000,-23.0,2008.0,6.0
258,csl0806111429,2008-06-11 14:29:00,0.0,CSL,Trainee CSL youth,Foraging,8030231.0,303484.0,0.0,,,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,3.0,0 days 00:00:00.000000000,2.0,2008.0,6.0
259,csl0806111451,2008-06-11 14:51:00,0.0,CSL,Trainee CSL youth,Foraging,8030236.0,303599.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,0 days 00:00:00.000000000,-9.0,2008.0,6.0
264,csl0806120833,2008-06-12 08:33:00,0.0,CSL,Trainee CSL youth,Moving,8030136.0,303619.0,0.0,,,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,1 days 00:00:00.000000000,11.0,2008.0,6.0
266,trs0806130755,2008-06-13 07:55:00,0.0,TRS,Pete Laver,Sunning,8032639.0,307252.0,0.0,next to overflow water from pump,scratching; grooming; sunning; playing; foraging.  Ran west into empty plot - 0810 - still sunning.,13.0,0.0,,,,,,,10.0,0.0,,,,,,,,,,,,,3.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,3.0,,3 days 00:00:00.000000000,8.0,2008.0,6.0
267,mow0806130845,2008-06-13 08:45:00,0.0,MOW,Pete Laver,Foraging,8032853.0,304703.0,0.0,,foraging; allogrooming; reciprocal naso-anal contact betw 2 adults; play mating betw SA's. Female very playful - initiated contact with RC2 and attempted to mount him.,8.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,2.0,2 days 00:00:00.000000000,0.0,2008.0,6.0
277,kub0806140935,2008-06-14 09:35:00,0.0,KUB,Pete Laver,Foraging,8031603.0,312078.0,0.0,,,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,10 days 00:00:00.000000000,0.0,2008.0,6.0
279,kub0806141007,2008-06-14 10:07:00,0.0,KUB,Pete Laver,Foraging,8031470.0,312018.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,0 days 00:00:00.000000000,2.0,2008.0,6.0
280,kub0806141020,2008-06-14 10:20:00,0.0,KUB,Pete Laver,Foraging,8031466.0,312066.0,0.0,,,23.0,,,,,,,,13.0,0.0,,,,,,,,,,,,,10.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,13.0,10.0,,0 days 00:00:00.000000000,2.0,2008.0,6.0
281,csl0806141028,2008-06-14 10:28:00,0.0,CSL,Trainee CSL youth,No data,8030235.0,303597.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,2 days 00:00:00.000000000,-12.0,2008.0,6.0
283,mow0806141150,2008-06-14 11:50:00,0.0,MOW,Pete Laver,Foraging,8033031.0,304872.0,0.0,,walked up to me within 1m.,8.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,4.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,2.0,1 days 00:00:00.000000000,0.0,2008.0,6.0
284,csl0806141400,2008-06-14 14:00:00,0.0,CSL,Pete Laver,Resting,8031617.0,304252.0,0.0,rocks at Waterlily Lodge,,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,0 days 00:00:00.000000000,17.0,2008.0,6.0
286,cgl0806141606,2008-06-14 16:06:00,0.0,CGL,Pete Laver,Foraging,8026003.0,296313.0,0.0,,,55.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,3 days 00:00:00.000000000,29.0,2008.0,6.0
290,cgl0806161047,2008-06-16 10:47:00,0.0,CGL,Mpho Ramotadima,Foraging,8026179.0,296120.0,0.0,,,51.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,2 days 00:00:00.000000000,-2.0,2008.0,6.0
294,mow0806161535,2008-06-16 15:35:00,0.0,MOW,Pete Laver,Foraging,8032870.0,304880.0,0.0,,,7.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,3.0,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,3.0,2.0,2 days 00:00:00.000000000,-1.0,2008.0,6.0
304,mow0806171121,2008-06-17 11:21:00,0.0,MOW,Pete Laver,Resting,8032972.0,304768.0,0.0,under lodge,very skittish,3.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,,1 days 00:00:00.000000000,-4.0,2008.0,6.0
305,csl0806171215,2008-06-17 12:15:00,0.0,CSL,Pete Laver,Resting,8030744.0,303765.0,0.0,under bouganvillea,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,3 days 00:00:00.000000000,-13.0,2008.0,6.0
